SEX;SCORED_1_LINE;SCORED_2_LINE;SCORED;DEFENCE_0;DEFENCE_1;DEFENCE_2;DEFENCE_3;DEFENCE;GIVEN_POINT;FRAME;LANDING;LINE;OTHER_ERRORS;OVERTURNING_FAILED;ENGAGE_FAILED;SWITCH_FAILED;CONSTRUCTION_FAILED;OTHER_FOULS;FOUL;TOTAL_SHOT_1_LINE;TOTAL_SHOT_2_LINE;TOTAL_SHOT;%SHOT_SCORED_1_LINE;%SHOT_SCORED_2_LINE;%SHOT_SCORED;CAUGHT_1_LINE;CAUGHT_2_LINE;DEFENSIVE_TOUCH;CAUGHT;DROPPED;TOTAL_DEFENCE;%SHOT_DEFENDED;MIN;PPM;DPM;TRUE_POINTS;TPPM;%TRUE_SHOT_SCORED;POINT_ON_TEAM;DEFENCE_ON _TEAM;TRUE_POINT_ON_TEAM;VAL_OFF;VAL_DEF;VAL;VALPM;VAL_ON_TEAM;ROLE
0;;;10;;;;;5;0;;;;;;;;;;7;;;;;;66;;;;2;1;;66;;;;;;;;;;;;;;;Wing
0;;;1;;;;;2;1;;;;;;;;;;3;;;;;;33;;;;1;1;;;;;;;;;;;;;;;;;Wing
0;;;1;;;;;1;0;;;;;;;;;;2;;;;;;50;;;;7;9;;43;;;;;;;;;;;;;;;Pivot
0;;;6;;;;;3;2;;;;;;;;;;1;;;;;;54;;;;1;2;;;;;;;;;;;;;;;;;Wing
0;;;1;;;;;;;;;;;;;;;;;;;;;;100;;;;4;6;;40;;;;;;;;;;;;;;;Pivot
0;;;15;;;;;15;0;;;;;;;;;;1;;;;;;50;;;;8;6;;57;;;;;;;;;;;;;;;Wing
0;;;1;;;;;1;;;;;;;;;;;1;;;;;;50;;;;6;12;;33;;;;;;;;;;;;;;;Pivot
0;;;4;;;;;1;0;;;;;;;;;;0;;;;;;80;;;;3;2;;60;;;;;;;;;;;;;;;Pivot
0;;;;;;;;2;1;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;;;;;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;2;;;;;;100;;;;2;3;;40;;;;;;;;;;;;;;;Wing
0;;;10;;;;;8;;;;;;;;;;;2;;;;;;55;;;;;5;;;;;;;;;;;;;;;;;Wing
0;;;0;;;;;1;0;;;;;;;;;;1;;;;;;0;;;;6;4;;60;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;1;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;Wing
0;;;6;;;;;5;;;;;;;;;;;3;;;;;;54;;;;1;1;;50;;;;;;;;;;;;;;;Wing
0;;;7;;;;;1;1;;;;;;;;;;1;;;;;;77;;;;;2;;;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;1;;;;;;;;;;1;;;;;;0;;;;0;1;;0;;;;;;;;;;;;;;;Pivot
1;;;14;;;;;5;0;;;;;;;;;;4;;;;;;73;;;;2;3;;40;;;;;;;;;;;;;;;Wing
1;;;1;;;;;6;0;;;;;;;;;;1;;;;;;14;;;;5;5;;50;;;;;;;;;;;;;;;Wing
1;;;1;;;;;1;0;;;;;;;;;;1;;;;;;50;;;;1;5;;16;;;;;;;;;;;;;;;Pivot
1;;;5;;;;;8;0;;;;;;;;;;2;;;;;;38;;;;2;1;;66;;;;;;;;;;;;;;;Wing
1;;;0;;;;;3;0;;;;;;;;;;2;;;;;;0;;;;5;6;;45;;;;;;;;;;;;;;;Pivot
1;;;0;;;;;1;0;;;;;;;;;;0;;;;;;0;;;;6;9;;40;;;;;;;;;;;;;;;Pivot
1;;;6;;;;;6;0;;;;;;;;;;3;;;;;;50;;;;3;3;;50;;;;;;;;;;;;;;;Wing
1;;;1;;;;;3;0;;;;;;;;;;1;;;;;;25;;;;0;1;;0;;;;;;;;;;;;;;;Wing
1;;;0;;;;;1;0;;;;;;;;;;0;;;;;;0;;;;6;6;;50;;;;;;;;;;;;;;;Pivot
1;;;1;;;;;0;0;;;;;;;;;;0;;;;;;100;;;;7;2;;;;;;;;;;;;;;;;;Pivot
1;;;1;;;;;2;0;;;;;;;;;;0;;;;;;33;;;;7;5;;58;;;;;;;;;;;;;;;Pivot
1;;;3;;;;;4;0;;;;;;;;;;4;;;;;;42;;;;0;0;;;;;;;;;;;;;;;;;Wing
1;;;1;;;;;2;0;;;;;;;;;;0;;;;;;33;;;;1;3;;25;;;;;;;;;;;;;;;Wing
1;;;5;;;;;3;0;;;;;;;;;;1;;;;;;62;;;;0;1;;0;;;;;;;;;;;;;;;Wing
1;;;9;;;;;4;0;;;;;;;;;;3;;;;;;69;;;;0;3;;0;;;;;;;;;;;;;;;Wing
1;;;10;;;;;4;0;;;;;;;;;;2;;;;;;71;;;;5;1;;83;;;;;;;;;;;;;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;;;;0;;;;2;3;;40;;;;;;;;;;;;;;;Pivot
1;;;0;;;;;0;0;;;;;;;;;;0;;;;;;0;;;;1;1;;50;;;;;;;;;;;;;;;Pivot
1;;;2;;;;;2;0;;;;;;;;;;0;;;;;;50;;;;1;1;;50;;;;;;;;;;;;;;;Wing
0;;;4;;;;;2;3;;;;;;;;;;0;;;9;;;44;;;;1;3;4;25;;;;;;;;;;;;;;;Wing
0;;;1;;;;;5;0;;;;;;;;;;3;;;9;;;11;;;;6;12;18;33;;;;;;;;;;;;;;;Pivot
0;;;5;;;;;0;0;;;;;;;;;;0;;;5;;;100;;;;5;7;12;42;;;;;;;;;;;;;;;Wing
0;;;3;;;;;7;0;;;;;;;;;;3;;;13;;;23;;;;7;5;12;58;;;;;;;;;;;;;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;0;2;2;0;;;;;;;;;;;;;;;Pivot
0;;;4;;;;;5;3;;;;;;;;;;0;;;12;;;33;;;;1;3;4;25;;;;;;;;;;;;;;;Wing
0;;;12;;;;;9;0;;;;;;;;;;4;;;25;;;48;;;;1;8;9;11;;;;;;;;;;;;;;;Wing
0;;;23;;;;;3;1;;;;;;;;;;5;;;32;;;72;;;;2;5;7;29;;;;;;;;;;;;;;;Wing
0;;;0;;;;;2;0;;;;;;;;;;0;;;2;;;0;;;;2;5;7;29;;;;;;;;;;;;;;;Wing
0;;;2;;;;;1;0;;;;;;;;;;2;;;5;;;40;;;;9;6;15;60;;;;;;;;;;;;;;;Pivot
0;;;10;;;;;8;1;;;;;;;;;;3;;;22;;;45;;;;4;8;12;33;;;;;;;;;;;;;;;Wing
0;;;18;;;;;3;7;;;;;;;;;;4;;;32;;;56;;;;3;7;10;30;;;;;;;;;;;;;;;Wing
0;;;1;;;;;1;0;;;;;;;;;;0;;;2;;;50;;;;3;5;8;38;;;;;;;;;;;;;;;Pivot
0;;;7;;;;;3;0;;;;;;;;;;4;;;14;;;50;;;;0;7;7;0;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;1;;;1;;;0;;;;0;3;3;0;;;;;;;;;;;;;;;Wing
0;;;1;;;;;1;0;;;;;;;;;;2;;;4;;;25;;;;3;1;4;75;;;;;;;;;;;;;;;Pivot
0;;;2;;;;;2;0;;;;;;;;;;2;;;6;;;33;;;;8;11;19;42;;;;;;;;;;;;;;;Pivot
0;;;10;;;;;6;0;;;;;;;;;;6;;;22;;;45;;;;2;5;7;29;;;;;;;;;;;;;;;Wing
0;;;9;;;;;8;0;;;;;;;;;;0;;;17;;;53;;;;2;2;4;50;;;;;;;;;;;;;;;Wing
0;;;8;;;;;5;2;;;;;;;;;;10;;;25;;;32;;;;0;14;14;0;;;;;;;;;;;;;;;Wing
0;;;7;;;;;10;1;;;;;;;;;;2;;;20;;;35;;;;0;9;9;0;;;;;;;;;;;;;;;Wing
0;;;0;;;;;1;0;;;;;;;;;;1;;;2;;;0;;;;3;11;14;21;;;;;;;;;;;;;;;Pivot
0;;;12;;;;;8;0;;;;;;;;;;6;;;26;;;46;;;;2;8;10;20;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;3;1;;;;;;;;;;6;;;11;;;9;;;;4;10;14;29;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;1;0;;;;;;;;;;0;;;2;;;50;;;;2;2;4;50;;;;;;;;;;;;;;;Pivot
0;;;13;;;;;2;2;;;;;;;;;;8;;;25;;;52;;;;4;3;7;57;;;;;;;;;;;;;;;Wing
0;;;12;;;;;1;2;;;;;;;;;;0;;;15;;;80;;;;5;1;6;83;;;;;;;;;;;;;;;Wing
0;;;2;;;;;0;0;;;;;;;;;;2;;;4;;;50;;;;1;8;9;11;;;;;;;;;;;;;;;Pivot
0;;;10;;;;;2;1;;;;;;;;;;6;;;19;;;53;;;;5;10;15;33;;;;;;;;;;;;;;;Wing
0;;;6;;;;;0;1;;;;;;;;;;2;;;9;;;67;;;;1;2;3;33;;;;;;;;;;;;;;;Wing
0;;;4;;;;;2;0;;;;;;;;;;7;;;13;;;31;;;;3;3;6;50;;;;;;;;;;;;;;;Pivot
0;;;2;;;;;3;0;;;;;;;;;;0;;;5;;;40;;;;14;8;6;64;;;;;;;;;;;;;;;Pivot
0;;;9;;;;;2;1;;;;;;;;;;5;;;17;;;53;;;;1;2;3;33;;;;;;;;;;;;;;;Wing
0;;;15;;;;;6;2;;;;;;;;;;1;;;24;;;63;;;;0;11;11;0;;;;;;;;;;;;;;;Wing
0;;;17;;;;;6;0;;;;;;;;;;3;;;26;;;65;;;;3;18;21;14;;;;;;;;;;;;;;;Wing
0;;;0;;;;;2;0;;;;;;;;;;0;;;2;;;0;;;;2;11;13;15;;;;;;;;;;;;;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;4;12;16;25;;;;;;;;;;;;;;;Pivot
0;;;16;;;;;5;2;;;;;;;;;;1;;;24;;;67;;;;1;8;9;11;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;3;7;10;30;;;;;;;;;;;;;;;Pivot
0;;;15;;;;;3;2;;;;;;;;;;1;;;21;;;71;;;;0;2;2;0;;;;;;;;;;;;;;;Wing
0;;;8;;;;;6;0;;;;;;;;;;5;;;19;;;42;;;;4;10;14;29;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;0;1;1;0;;;;;;;;;;;;;;;Wing
0;;;11;;;;;3;1;;;;;;;;;;1;;;16;;;69;;;;2;13;15;13;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;0;1;1;0;;;;;;;;;;;;;;;Pivot
0;;;30;;;;;2;0;;;;;;;;;;0;;;32;;;94;;;;3;4;7;43;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;2;6;8;25;;;;;;;;;;;;;;;Pivot
0;;;10;;;;;0;0;;;;;;;;;;2;;;12;;;83;;;;6;10;16;38;;;;;;;;;;;;;;;Pivot
0;;;10;;;;;2;1;;;;;;;;;;1;;;14;;;71;;;;2;6;8;25;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;3;11;14;21;;;;;;;;;;;;;;;Pivot
0;;;12;;;;;3;1;;;;;;;;;;1;;;17;;;71;;;;3;3;6;50;;;;;;;;;;;;;;;Wing
0;;;1;;;;;4;0;;;;;;;;;;0;;;5;;;20;;;;3;7;10;30;;;;;;;;;;;;;;;Pivot
0;;;11;;;;;2;0;;;;;;;;;;1;;;14;;;79;;;;2;3;5;40;;;;;;;;;;;;;;;Wing
0;;;2;;;;;1;0;;;;;;;;;;0;;;3;;;67;;;;2;0;2;100;;;;;;;;;;;;;;;Wing
0;;;17;;;;;8;1;;;;;;;;;;1;;;27;;;63;;;;8;7;15;53;;;;;;;;;;;;;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;3;9;12;25;;;;;;;;;;;;;;;Wing
0;;;4;;;;;3;0;;;;;;;;;;0;;;7;;;57;;;;2;1;3;67;;;;;;;;;;;;;;;Wing
0;;;15;;;;;1;0;;;;;;;;;;1;;;17;;;88;;;;15;11;26;58;;;;;;;;;;;;;;;Pivot
0;;;11;;;;;5;0;;;;;;;;;;2;;;18;;;61;;;;3;4;7;43;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;4;1;5;80;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;4;2;;;;;;;;;;1;;;8;;;13;;;;0;2;2;0;;;;;;;;;;;;;;;Wing
0;;;7;;;;;7;0;;;;;;;;;;1;;;15;;;47;;;;3;2;5;60;;;;;;;;;;;;;;;Wing
0;;;0;;;;;2;0;;;;;;;;;;2;;;4;;;0;;;;3;17;20;15;;;;;;;;;;;;;;;Pivot
0;;;4;;;;;3;2;;;;;;;;;;1;;;10;;;40;;;;1;3;4;25;;;;;;;;;;;;;;;Wing
0;;;5;;;;;6;0;;;;;;;;;;1;;;12;;;42;;;;4;8;12;33;;;;;;;;;;;;;;;Wing
0;;;7;;;;;8;1;;;;;;;;;;0;;;16;;;44;;;;0;8;8;0;;;;;;;;;;;;;;;Wing
0;;;10;;;;;6;0;;;;;;;;;;3;;;19;;;53;;;;3;9;12;25;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;6;9;15;40;;;;;;;;;;;;;;;Pivot
0;;;12;;;;;8;3;;;;;;;;;;5;;;28;;;43;;;;2;5;7;29;;;;;;;;;;;;;;;Wing
0;;;0;;;;;1;0;;;;;;;;;;1;;;2;;;0;;;;5;10;15;33;;;;;;;;;;;;;;;Pivot
0;;;4;;;;;0;1;;;;;;;;;;2;;;7;;;57;;;;4;2;6;67;;;;;;;;;;;;;;;Wing
0;;;7;;;;;0;0;;;;;;;;;;0;;;7;;;100;;;;1;0;1;100;;;;;;;;;;;;;;;Wing
0;;;6;;;;;3;0;;;;;;;;;;0;;;9;;;67;;;;7;4;11;64;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;4;4;8;50;;;;;;;;;;;;;;;Pivot
0;;;9;;;;;7;1;;;;;;;;;;2;;;19;;;47;;;;3;4;7;43;;;;;;;;;;;;;;;Wing
0;;;1;;;;;4;0;;;;;;;;;;1;;;6;;;17;;;;0;1;1;0;;;;;;;;;;;;;;;Wing
0;;;9;;;;;4;3;;;;;;;;;;4;;;20;;;45;;;;6;7;13;46;;;;;;;;;;;;;;;Pivot
0;;;7;;;;;2;1;;;;;;;;;;1;;;11;;;64;;;;1;0;1;100;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;3;2;5;60;;;;;;;;;;;;;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;2;;;2;;;0;;;;5;6;11;45;;;;;;;;;;;;;;;Pivot
0;;;8;;;;;3;0;;;;;;;;;;2;;;13;;;62;;;;2;1;3;67;;;;;;;;;;;;;;;Wing
0;;;5;;;;;7;0;;;;;;;;;;3;;;15;;;33;;;;2;4;6;33;;;;;;;;;;;;;;;Wing
0;;;7;;;;;6;0;;;;;;;;;;3;;;16;;;44;;;;0;8;8;0;;;;;;;;;;;;;;;Wing
0;;;2;;;;;5;2;;;;;;;;;;0;;;9;;;22;;;;2;9;11;18;;;;;;;;;;;;;;;Wing
0;;;8;;;;;5;0;;;;;;;;;;5;;;18;;;44;;;;1;2;3;33;;;;;;;;;;;;;;;Wing
0;;;1;;;;;4;0;;;;;;;;;;2;;;7;;;14;;;;3;4;7;43;;;;;;;;;;;;;;;Pivot
0;;;3;;;;;6;1;;;;;;;;;;5;;;15;;;20;;;;5;6;11;45;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;1;0;;;;;;;;;;1;;;3;;;33;;;;4;7;11;36;;;;;;;;;;;;;;;Pivot
0;;;2;;;;;1;0;;;;;;;;;;2;;;5;;;40;;;;3;5;8;38;;;;;;;;;;;;;;;Wing
0;;;1;;;;;3;0;;;;;;;;;;3;;;7;;;14;;;;7;9;16;44;;;;;;;;;;;;;;;Pivot
0;;;10;;;;;7;2;;;;;;;;;;10;;;29;;;34;;;;5;7;12;42;;;;;;;;;;;;;;;Wing
0;;;2;;;;;3;1;;;;;;;;;;3;;;9;;;22;;;;0;9;9;0;;;;;;;;;;;;;;;Wing
0;;;10;;;;;3;5;;;;;;;;;;3;;;21;;;48;;;;2;8;10;20;;;;;;;;;;;;;;;Wing
0;;;11;;;;;9;1;;;;;;;;;;7;;;28;;;39;;;;1;5;6;17;;;;;;;;;;;;;;;Wing
0;;;0;;;;;1;0;;;;;;;;;;1;;;2;;;0;;;;1;3;4;25;;;;;;;;;;;;;;;Pivot
0;;;2;;;;;2;0;;;;;;;;;;0;;;4;;;50;;;;3;4;7;43;;;;;;;;;;;;;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;2;8;10;20;;;;;;;;;;;;;;;Pivot
0;;;2;;;;;4;0;;;;;;;;;;1;;;7;;;29;;;;4;8;12;33;;;;;;;;;;;;;;;Wing
0;;;2;;;;;3;0;;;;;;;;;;3;;;8;;;25;;;;9;13;22;41;;;;;;;;;;;;;;;Pivot
0;;;10;;;;;14;1;;;;;;;;;;6;;;31;;;32;;;;4;3;7;57;;;;;;;;;;;;;;;Wing
0;;;8;;;;;4;1;;;;;;;;;;1;;;14;;;57;;;;4;1;5;80;;;;;;;;;;;;;;;Wing
0;;;1;;;;;4;0;;;;;;;;;;1;;;6;;;17;;;;2;1;3;67;;;;;;;;;;;;;;;Wing
0;;;4;;;;;1;0;;;;;;;;;;1;;;6;;;67;;;;2;6;8;25;;;;;;;;;;;;;;;Pivot
0;;;7;;;;;4;2;;;;;;;;;;2;;;15;;;47;;;;7;3;10;70;;;;;;;;;;;;;;;Wing
0;;;7;;;;;4;1;;;;;;;;;;4;;;16;;;44;;;;1;3;4;25;;;;;;;;;;;;;;;Wing
0;;;8;;;;;2;1;;;;;;;;;;3;;;14;;;57;;;;4;0;4;100;;;;;;;;;;;;;;;Wing
0;;;12;;;;;2;1;;;;;;;;;;2;;;17;;;71;;;;4;6;10;40;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;3;10;13;23;;;;;;;;;;;;;;;Pivot
0;;;13;;;;;4;2;;;;;;;;;;0;;;19;;;68;;;;3;1;4;75;;;;;;;;;;;;;;;Wing
0;;;1;;;;;1;0;;;;;;;;;;2;;;4;;;25;;;;9;8;17;53;;;;;;;;;;;;;;;Pivot
0;;;12;;;;;10;2;;;;;;;;;;5;;;29;;;41;;;;4;3;7;57;;;;;;;;;;;;;;;Wing
0;;;1;;;;;1;1;;;;;;;;;;3;;;6;;;17;;;;3;8;11;27;;;;;;;;;;;;;;;Pivot
0;;;8;;;;;3;0;;;;;;;;;;3;;;14;;;57;;;;1;4;5;20;;;;;;;;;;;;;;;Wing
0;;;1;;;;;0;1;;;;;;;;;;3;;;5;;;20;;;;5;3;8;63;;;;;;;;;;;;;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;1;;;1;;;0;;;;4;0;4;100;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;2;0;;;;;;;;;;3;;;6;;;17;;;;4;8;12;33;;;;;;;;;;;;;;;Wing
0;;;2;;;;;3;1;;;;;;;;;;2;;;8;;;25;;;;1;1;2;50;;;;;;;;;;;;;;;Pivot
0;;;6;;;;;3;3;;;;;;;;;;2;;;14;;;43;;;;3;8;11;27;;;;;;;;;;;;;;;Wing
0;;;10;;;;;9;1;;;;;;;;;;4;;;24;;;42;;;;3;5;8;38;;;;;;;;;;;;;;;Wing
0;;;3;;;;;4;0;;;;;;;;;;1;;;8;;;38;;;;1;2;3;33;;;;;;;;;;;;;;;Wing
0;;;10;;;;;8;0;;;;;;;;;;3;;;21;;;48;;;;0;5;5;0;;;;;;;;;;;;;;;Wing
0;;;13;;;;;2;0;;;;;;;;;;10;;;25;;;52;;;;5;10;15;33;;;;;;;;;;;;;;;Pivot
0;;;2;;;;;5;0;;;;;;;;;;1;;;8;;;25;;;;2;4;6;33;;;;;;;;;;;;;;;Wing
0;;;2;;;;;3;0;;;;;;;;;;4;;;9;;;22;;;;2;0;2;100;;;;;;;;;;;;;;;Wing
0;;;7;;;;;4;0;;;;;;;;;;3;;;14;;;50;;;;3;4;7;43;;;;;;;;;;;;;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;1;;;2;;;50;;;;2;4;6;33;;;;;;;;;;;;;;;Pivot
0;;;2;;;;;2;0;;;;;;;;;;3;;;7;;;29;;;;8;4;12;67;;;;;;;;;;;;;;;Pivot
0;;;0;;;;;2;0;;;;;;;;;;0;;;2;;;0;;;;8;8;16;50;;;;;;;;;;;;;;;Pivot
0;;;6;;;;;2;0;;;;;;;;;;2;;;10;;;60;;;;1;2;3;33;;;;;;;;;;;;;;;Wing
0;;;4;;;;;2;1;;;;;;;;;;0;;;7;;;57;;;;1;0;1;100;;;;;;;;;;;;;;;Pivot
0;;;4;;;;;3;2;;;;;;;;;;1;;;10;;;40;;;;0;2;2;0;;;;;;;;;;;;;;;Wing
0;;;11;;;;;3;0;;;;;;;;;;0;;;14;;;79;;;;1;1;2;50;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;3;1;4;75;;;;;;;;;;;;;;;Pivot
0;;;17;;;;;3;0;;;;;;;;;;1;;;21;;;81;;;;5;1;6;83;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;1;;;1;;;0;;;;4;8;12;33;;;;;;;;;;;;;;;Wing
0;;;4;;;;;2;1;;;;;;;;;;1;;;8;;;50;;;;1;4;5;20;;;;;;;;;;;;;;;Pivot
0;;;8;;;;;3;0;;;;;;;;;;1;;;12;;;67;;;;3;0;3;100;;;;;;;;;;;;;;;Wing
0;;;8;;;;;2;0;;;;;;;;;;0;;;10;;;80;;;;4;5;9;44;;;;;;;;;;;;;;;Pivot
0;;;14;;;;;0;1;;;;;;;;;;0;;;15;;;93;;;;8;11;19;42;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;5;4;9;56;;;;;;;;;;;;;;;Pivot
0;;;3;;;;;8;0;;;;;;;;;;1;;;12;;;25;;;;0;7;7;0;;;;;;;;;;;;;;;Wing
0;;;10;;;;;13;0;;;;;;;;;;6;;;29;;;34;;;;0;12;12;0;;;;;;;;;;;;;;;Wing
0;;;11;;;;;5;0;;;;;;;;;;8;;;24;;;46;;;;3;10;13;23;;;;;;;;;;;;;;;Wing
0;;;2;;;;;0;1;;;;;;;;;;1;;;4;;;50;;;;3;11;14;21;;;;;;;;;;;;;;;Pivot
0;;;6;;;;;4;0;;;;;;;;;;5;;;15;;;40;;;;1;9;10;10;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;1;1;;;;;;;;;;2;;;5;;;20;;;;7;10;17;41;;;;;;;;;;;;;;;Pivot
0;;;3;;;;;4;0;;;;;;;;;;3;;;10;;;30;;;;1;2;3;33;;;;;;;;;;;;;;;Wing
0;;;3;;;;;1;1;;;;;;;;;;2;;;7;;;43;;;;5;15;20;25;;;;;;;;;;;;;;;Pivot
0;;;10;;;;;1;1;;;;;;;;;;2;;;14;;;71;;;;5;4;9;56;;;;;;;;;;;;;;;Wing
0;;;2;;;;;1;0;;;;;;;;;;0;;;3;;;67;;;;2;3;5;40;;;;;;;;;;;;;;;Pivot
0;;;12;;;;;3;0;;;;;;;;;;3;;;18;;;67;;;;1;0;1;100;;;;;;;;;;;;;;;Wing
0;;;3;;;;;0;0;;;;;;;;;;0;;;3;;;100;;;;0;0;0;0;;;;;;;;;;;;;;;Wing
0;;;2;;;;;2;0;;;;;;;;;;1;;;5;;;40;;;;0;2;2;0;;;;;;;;;;;;;;;Pivot
0;;;19;;;;;2;0;;;;;;;;;;1;;;22;;;86;;;;5;6;11;45;;;;;;;;;;;;;;;Wing
0;;;0;;;;;1;0;;;;;;;;;;0;;;1;;;0;;;;12;7;19;63;;;;;;;;;;;;;;;Wing
0;;;2;;;;;1;1;;;;;;;;;;3;;;7;;;29;;;;1;2;3;33;;;;;;;;;;;;;;;Pivot
0;;;2;;;;;0;0;;;;;;;;;;1;;;3;;;67;;;;0;1;1;0;;;;;;;;;;;;;;;Wing
0;;;13;;;;;1;0;;;;;;;;;;0;;;14;;;93;;;;10;3;13;77;;;;;;;;;;;;;;;Pivot
0;;;15;;;;;3;2;;;;;;;;;;2;;;22;;;68;;;;7;3;10;70;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;7;4;11;64;;;;;;;;;;;;;;;Pivot
0;;;3;;;;;2;2;;;;;;;;;;3;;;10;;;30;;;;1;4;5;20;;;;;;;;;;;;;;;Wing
0;;;1;;;;;6;0;;;;;;;;;;4;;;11;;;9;;;;1;4;5;20;;;;;;;;;;;;;;;Wing
0;;;12;;;;;9;1;;;;;;;;;;3;;;25;;;48;;;;0;6;6;0;;;;;;;;;;;;;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;2;;;3;;;33;;;;1;10;11;9;;;;;;;;;;;;;;;Pivot
0;;;4;;;;;4;0;;;;;;;;;;0;;;8;;;50;;;;2;11;13;15;;;;;;;;;;;;;;;Pivot
0;;;0;;;;;3;0;;;;;;;;;;0;;;3;;;0;;;;2;12;14;14;;;;;;;;;;;;;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;1;;;1;;;0;;;;6;10;16;38;;;;;;;;;;;;;;;Pivot
0;;;7;;;;;10;0;;;;;;;;;;0;;;17;;;41;;;;0;8;8;0;;;;;;;;;;;;;;;Wing
0;;;7;;;;;16;0;;;;;;;;;;8;;;31;;;23;;;;1;7;8;13;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;1;;;1;;;0;;;;1;8;9;11;;;;;;;;;;;;;;;Pivot
0;;;16;;;;;1;0;;;;;;;;;;1;;;18;;;89;;;;2;6;8;25;;;;;;;;;;;;;;;Wing
0;;;12;;;;;3;0;;;;;;;;;;2;;;17;;;71;;;;4;1;5;80;;;;;;;;;;;;;;;Wing
0;;;2;;;;;1;0;;;;;;;;;;1;;;4;;;50;;;;5;4;9;56;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;0;0;;;;;;;;;;1;;;2;;;50;;;;2;3;5;40;;;;;;;;;;;;;;;Pivot
0;;;9;;;;;0;0;;;;;;;;;;2;;;11;;;82;;;;2;1;3;67;;;;;;;;;;;;;;;Wing
0;;;2;;;;;1;0;;;;;;;;;;0;;;3;;;67;;;;0;0;0;0;;;;;;;;;;;;;;;Wing
0;;;10;;;;;1;1;;;;;;;;;;2;;;14;;;71;;;;3;4;7;43;;;;;;;;;;;;;;;Pivot
0;;;5;;;;;1;0;;;;;;;;;;1;;;7;;;71;;;;0;1;1;0;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;1;;;;;;;;;;0;;;1;;;0;;;;3;1;4;75;;;;;;;;;;;;;;;Pivot
0;;;1;;;;;0;0;;;;;;;;;;2;;;3;;;33;;;;8;4;12;67;;;;;;;;;;;;;;;Pivot
0;;;8;;;;;0;0;;;;;;;;;;1;;;9;;;89;;;;3;2;5;60;;;;;;;;;;;;;;;Wing
0;;;7;;;;;2;0;;;;;;;;;;1;;;10;;;70;;;;2;1;3;67;;;;;;;;;;;;;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;0;2;2;0;;;;;;;;;;;;;;;Wing
